Year,Value,UNIT_MEASURE
2022	NUMBER	grad_prijedor	F	70-74	2048,,
2022	NUMBER	grad_trebinje	_T	70-74	1693,,
2022	NUMBER	grad_trebinje	M	70-74	948,,
2022	NUMBER	grad_trebinje	F	70-74	745,,
2022	NUMBER	grad_zvornik	_T	70-74	2738,,
2022	NUMBER	grad_zvornik	M	70-74	1529,,
2022	NUMBER	grad_zvornik	F	70-74	1209,,
2022	NUMBER	han_pijesak	_T	70-74	205,,
2022	NUMBER	han_pijesak	M	70-74	125,,
2022	NUMBER	han_pijesak	F	70-74	80,,
2022	NUMBER	istocna_ilidza	_T	70-74	925,,
2022	NUMBER	istocna_ilidza	M	70-74	535,,
2022	NUMBER	istocna_ilidza	F	70-74	390,,
2022	NUMBER	istocni_drvar	_T	70-74	7,,
2022	NUMBER	istocni_drvar	M	70-74	2,,
2022	NUMBER	istocni_drvar	F	70-74	5,,
2022	NUMBER	istocni_mostar	_T	70-74	13,,
2022	NUMBER	istocni_mostar	M	70-74	5,,
2022	NUMBER	istocni_mostar	F	70-74	8,,
2022	NUMBER	istocni_stari_grad	_T	70-74	89,,
2022	NUMBER	istocni_stari_grad	M	70-74	51,,
2022	NUMBER	istocni_stari_grad	F	70-74	38,,
2022	NUMBER	istocno_novo_sarajevo	_T	70-74	701,,
2022	NUMBER	istocno_novo_sarajevo	M	70-74	398,,
2022	NUMBER	istocno_novo_sarajevo	F	70-74	303,,
2022	NUMBER	jezero	_T	70-74	41,,
2022	NUMBER	jezero	M	70-74	20,,
2022	NUMBER	jezero	F	70-74	21,,
2022	NUMBER	kalinovik	_T	70-74	113,,
2022	NUMBER	kalinovik	M	70-74	58,,
2022	NUMBER	kalinovik	F	70-74	55,,
2022	NUMBER	knezevo	_T	70-74	553,,
2022	NUMBER	knezevo	M	70-74	315,,
2022	NUMBER	knezevo	F	70-74	238,,
2022	NUMBER	kostajnica	_T	70-74	314,,
2022	NUMBER	kostajnica	M	70-74	166,,
2022	NUMBER	kostajnica	F	70-74	148,,
2022	NUMBER	kotor_varos	_T	70-74	848,,
2022	NUMBER	kotor_varos	M	70-74	475,,
2022	NUMBER	kotor_varos	F	70-74	373,,
2022	NUMBER	kozarska_dubica	_T	70-74	1198,,
2022	NUMBER	kozarska_dubica	M	70-74	657,,
2022	NUMBER	kozarska_dubica	F	70-74	541,,
2022	NUMBER	krupa_na_uni	_T	70-74	71,,
2022	NUMBER	krupa_na_uni	M	70-74	35,,
2022	NUMBER	krupa_na_uni	F	70-74	36,,
2022	NUMBER	kupres	_T	70-74	16,,
2022	NUMBER	kupres	M	70-74	9,,
2022	NUMBER	kupres	F	70-74	7,,
2022	NUMBER	laktasi	_T	70-74	1958,,
2022	NUMBER	laktasi	M	70-74	1069,,
2022	NUMBER	laktasi	F	70-74	889,,
2022	NUMBER	ljubinje	_T	70-74	182,,
2022	NUMBER	ljubinje	M	70-74	106,,
2022	NUMBER	ljubinje	F	70-74	76,,
2022	NUMBER	lopare	_T	70-74	815,,
2022	NUMBER	lopare	M	70-74	446,,
2022	NUMBER	lopare	F	70-74	369,,
2022	NUMBER	milici	_T	70-74	585,,
2022	NUMBER	milici	M	70-74	326,,
2022	NUMBER	milici	F	70-74	259,,
2022	NUMBER	modrica	_T	70-74	1389,,
2022	NUMBER	modrica	M	70-74	775,,
2022	NUMBER	modrica	F	70-74	614,,
2022	NUMBER	mrkonjic_grad	_T	70-74	1010,,
2022	NUMBER	mrkonjic_grad	M	70-74	554,,
2022	NUMBER	mrkonjic_grad	F	70-74	456,,
2022	NUMBER	nevesinje	_T	70-74	720,,
2022	NUMBER	nevesinje	M	70-74	418,,
2022	NUMBER	nevesinje	F	70-74	302,,
2022	NUMBER	novi_grad	_T	70-74	1344,,
2022	NUMBER	novi_grad	M	70-74	739,,
2022	NUMBER	novi_grad	F	70-74	605,,
2022	NUMBER	novo_gorazde	_T	70-74	198,,
2022	NUMBER	novo_gorazde	M	70-74	88,,
2022	NUMBER	novo_gorazde	F	70-74	110,,
2022	NUMBER	osmaci	_T	70-74	303,,
2022	NUMBER	osmaci	M	70-74	153,,
2022	NUMBER	osmaci	F	70-74	150,,
2022	NUMBER	ostra_luka	_T	70-74	127,,
2022	NUMBER	ostra_luka	M	70-74	69,,
2022	NUMBER	ostra_luka	F	70-74	58,,
2022	NUMBER	pale	_T	70-74	1130,,
2022	NUMBER	pale	M	70-74	666,,
2022	NUMBER	pale	F	70-74	464,,
2022	NUMBER	pelagicevo	_T	70-74	284,,
2022	NUMBER	pelagicevo	M	70-74	166,,
2022	NUMBER	pelagicevo	F	70-74	118,,
2022	NUMBER	petrovac	_T	70-74	45,,
2022	NUMBER	petrovac	M	70-74	20,,
2022	NUMBER	petrovac	F	70-74	25,,
2022	NUMBER	petrovo	_T	70-74	348,,
2022	NUMBER	petrovo	M	70-74	207,,
2022	NUMBER	petrovo	F	70-74	141,,
2022	NUMBER	prnjavor	_T	70-74	1976,,
2022	NUMBER	prnjavor	M	70-74	1110,,
2022	NUMBER	prnjavor	F	70-74	866,,
2022	NUMBER	republika_srpska	_T	70-74	66323,,
2022	NUMBER	republika_srpska	M	70-74	37399,,
2022	NUMBER	republika_srpska	F	70-74	28924,,
2022	NUMBER	ribnik	_T	70-74	396,,
2022	NUMBER	ribnik	M	70-74	227,,
2022	NUMBER	ribnik	F	70-74	169,,
2022	NUMBER	rogatica	_T	70-74	633,,
2022	NUMBER	rogatica	M	70-74	352,,
2022	NUMBER	rogatica	F	70-74	281,,
2022	NUMBER	rudo	_T	70-74	543,,
2022	NUMBER	rudo	M	70-74	283,,
2022	NUMBER	rudo	F	70-74	260,,
2022	NUMBER	samac	_T	70-74	1003,,
2022	NUMBER	samac	M	70-74	591,,
2022	NUMBER	samac	F	70-74	412,,
2022	NUMBER	sekovici	_T	70-74	413,,
2022	NUMBER	sekovici	M	70-74	238,,
2022	NUMBER	sekovici	F	70-74	175,,
2022	NUMBER	sipovo	_T	70-74	577,,
2022	NUMBER	sipovo	M	70-74	311,,
2022	NUMBER	sipovo	F	70-74	266,,
2022	NUMBER	sokolac	_T	70-74	705,,
2022	NUMBER	sokolac	M	70-74	404,,
2022	NUMBER	sokolac	F	70-74	301,,
2022	NUMBER	srbac	_T	70-74	1017,,
2022	NUMBER	srbac	M	70-74	572,,
2022	NUMBER	srbac	F	70-74	445,,
2022	NUMBER	srebrenica	_T	70-74	648,,
2022	NUMBER	srebrenica	M	70-74	384,,
2022	NUMBER	srebrenica	F	70-74	264,,
2022	NUMBER	stanari	_T	70-74	441,,
2022	NUMBER	stanari	M	70-74	245,,
2022	NUMBER	stanari	F	70-74	196,,
2022	NUMBER	teslic	_T	70-74	2070,,
2022	NUMBER	teslic	M	70-74	1225,,
2022	NUMBER	teslic	F	70-74	845,,
2022	NUMBER	trnovo	_T	70-74	136,,
2022	NUMBER	trnovo	M	70-74	79,,
2022	NUMBER	trnovo	F	70-74	57,,
2022	NUMBER	ugljevik	_T	70-74	725,,
2022	NUMBER	ugljevik	M	70-74	382,,
2022	NUMBER	ugljevik	F	70-74	343,,
2022	NUMBER	visegrad	_T	70-74	684,,
2022	NUMBER	visegrad	M	70-74	390,,
2022	NUMBER	visegrad	F	70-74	294,,
2022	NUMBER	vlasenica	_T	70-74	553,,
2022	NUMBER	vlasenica	M	70-74	321,,
2022	NUMBER	vlasenica	F	70-74	232,,
2022	NUMBER	vukosavlje	_T	70-74	211,,
2022	NUMBER	vukosavlje	M	70-74	120,,
2022	NUMBER	vukosavlje	F	70-74	91,,
2022	NUMBER	berkovici	_T	75-79	93,,
2022	NUMBER	berkovici	M	75-79	56,,
2022	NUMBER	berkovici	F	75-79	37,,
2022	NUMBER	bileca	_T	75-79	364,,
2022	NUMBER	bileca	M	75-79	213,,
2022	NUMBER	bileca	F	75-79	151,,
2022	NUMBER	bratunac	_T	75-79	479,,
2022	NUMBER	bratunac	M	75-79	283,,
2022	NUMBER	bratunac	F	75-79	196,,
2022	NUMBER	brod	_T	75-79	589,,
2022	NUMBER	brod	M	75-79	340,,
2022	NUMBER	brod	F	75-79	249,,
2022	NUMBER	cajnice	_T	75-79	193,,
2022	NUMBER	cajnice	M	75-79	111,,
2022	NUMBER	cajnice	F	75-79	82,,
2022	NUMBER	celinac	_T	75-79	496,,
2022	NUMBER	celinac	M	75-79	305,,
2022	NUMBER	celinac	F	75-79	191,,
2022	NUMBER	donji_zabar	_T	75-79	175,,
2022	NUMBER	donji_zabar	M	75-79	104,,
2022	NUMBER	donji_zabar	F	75-79	71,,
2022	NUMBER	foca	_T	75-79	653,,
2022	NUMBER	foca	M	75-79	400,,
2022	NUMBER	foca	F	75-79	253,,
2022	NUMBER	gacko	_T	75-79	214,,
2022	NUMBER	gacko	M	75-79	127,,
2022	NUMBER	gacko	F	75-79	87,,
2022	NUMBER	grad_banja_luka	_T	75-79	5852,,
2022	NUMBER	grad_banja_luka	M	75-79	3407,,
2022	NUMBER	grad_banja_luka	F	75-79	2445,,
2022	NUMBER	grad_bijeljina	_T	75-79	3292,,
2022	NUMBER	grad_bijeljina	M	75-79	1935,,
2022	NUMBER	grad_bijeljina	F	75-79	1357,,
2022	NUMBER	grad_derventa	_T	75-79	1049,,
2022	NUMBER	grad_derventa	M	75-79	636,,
2022	NUMBER	grad_derventa	F	75-79	413,,
2022	NUMBER	grad_doboj	_T	75-79	2222,,
2022	NUMBER	grad_doboj	M	75-79	1308,,
2022	NUMBER	grad_doboj	F	75-79	914,,
2022	NUMBER	grad_gradiska	_T	75-79	1671,,
2022	NUMBER	grad_gradiska	M	75-79	990,,
2022	NUMBER	grad_gradiska	F	75-79	681,,
2022	NUMBER	grad_prijedor	_T	75-79	2709,,
2022	NUMBER	grad_prijedor	M	75-79	1596,,
2022	NUMBER	grad_prijedor	F	75-79	1113,,
2022	NUMBER	grad_trebinje	_T	75-79	909,,
2022	NUMBER	grad_trebinje	M	75-79	540,,
2022	NUMBER	grad_trebinje	F	75-79	369,,
2022	NUMBER	grad_zvornik	_T	75-79	1575,,
2022	NUMBER	grad_zvornik	M	75-79	915,,
2022	NUMBER	grad_zvornik	F	75-79	660,,
2022	NUMBER	han_pijesak	_T	75-79	119,,
2022	NUMBER	han_pijesak	M	75-79	80,,
2022	NUMBER	han_pijesak	F	75-79	39,,
2022	NUMBER	istocna_ilidza	_T	75-79	478,,
2022	NUMBER	istocna_ilidza	M	75-79	322,,
2022	NUMBER	istocna_ilidza	F	75-79	156,,
2022	NUMBER	istocni_drvar	_T	75-79	1,,
2022	NUMBER	istocni_drvar	M	75-79	0,,
2022	NUMBER	istocni_drvar	F	75-79	1,,
2022	NUMBER	istocni_mostar	_T	75-79	12,,
2022	NUMBER	istocni_mostar	M	75-79	10,,
2022	NUMBER	istocni_mostar	F	75-79	2,,
2022	NUMBER	istocni_stari_grad	_T	75-79	55,,
2022	NUMBER	istocni_stari_grad	M	75-79	28,,
2022	NUMBER	istocni_stari_grad	F	75-79	27,,
2022	NUMBER	istocno_novo_sarajevo	_T	75-79	374,,
2022	NUMBER	istocno_novo_sarajevo	M	75-79	230,,
2022	NUMBER	istocno_novo_sarajevo	F	75-79	144,,
2022	NUMBER	jezero	_T	75-79	34,,
2022	NUMBER	jezero	M	75-79	18,,
2022	NUMBER	jezero	F	75-79	16,,
2022	NUMBER	kalinovik	_T	75-79	73,,
2022	NUMBER	kalinovik	M	75-79	51,,
2022	NUMBER	kalinovik	F	75-79	22,,
2022	NUMBER	knezevo	_T	75-79	357,,
2022	NUMBER	knezevo	M	75-79	200,,
2022	NUMBER	knezevo	F	75-79	157,,
2022	NUMBER	kostajnica	_T	75-79	162,,
2022	NUMBER	kostajnica	M	75-79	87,,
2022	NUMBER	kostajnica	F	75-79	75,,
2022	NUMBER	kotor_varos	_T	75-79	495,,
2022	NUMBER	kotor_varos	M	75-79	307,,
2022	NUMBER	kotor_varos	F	75-79	188,,
2022	NUMBER	kozarska_dubica	_T	75-79	523,,
2022	NUMBER	kozarska_dubica	M	75-79	327,,
2022	NUMBER	kozarska_dubica	F	75-79	196,,
2022	NUMBER	krupa_na_uni	_T	75-79	59,,
2022	NUMBER	krupa_na_uni	M	75-79	27,,
2022	NUMBER	krupa_na_uni	F	75-79	32,,
2022	NUMBER	kupres	_T	75-79	27,,
2022	NUMBER	kupres	M	75-79	17,,
2022	NUMBER	kupres	F	75-79	10,,
2022	NUMBER	laktasi	_T	75-79	1155,,
2022	NUMBER	laktasi	M	75-79	636,,
2022	NUMBER	laktasi	F	75-79	519,,
2022	NUMBER	ljubinje	_T	75-79	91,,
2022	NUMBER	ljubinje	M	75-79	60,,
2022	NUMBER	ljubinje	F	75-79	31,,
2022	NUMBER	lopare	_T	75-79	506,,
2022	NUMBER	lopare	M	75-79	286,,
2022	NUMBER	lopare	F	75-79	220,,
2022	NUMBER	milici	_T	75-79	197,,
2022	NUMBER	milici	M	75-79	120,,
2022	NUMBER	milici	F	75-79	77,,
2022	NUMBER	modrica	_T	75-79	937,,
2022	NUMBER	modrica	M	75-79	545,,
2022	NUMBER	modrica	F	75-79	392,,
2022	NUMBER	mrkonjic_grad	_T	75-79	639,,
2022	NUMBER	mrkonjic_grad	M	75-79	387,,
2022	NUMBER	mrkonjic_grad	F	75-79	252,,
2022	NUMBER	nevesinje	_T	75-79	433,,
2022	NUMBER	nevesinje	M	75-79	283,,
2022	NUMBER	nevesinje	F	75-79	150,,
2022	NUMBER	novi_grad	_T	75-79	769,,
2022	NUMBER	novi_grad	M	75-79	464,,
2022	NUMBER	novi_grad	F	75-79	305,,
2022	NUMBER	novo_gorazde	_T	75-79	113,,
2022	NUMBER	novo_gorazde	M	75-79	60,,
2022	NUMBER	novo_gorazde	F	75-79	53,,
2022	NUMBER	osmaci	_T	75-79	151,,
2022	NUMBER	osmaci	M	75-79	91,,
2022	NUMBER	osmaci	F	75-79	60,,
2022	NUMBER	ostra_luka	_T	75-79	75,,
2022	NUMBER	ostra_luka	M	75-79	56,,
2022	NUMBER	ostra_luka	F	75-79	19,,
2022	NUMBER	pale	_T	75-79	634,,
2022	NUMBER	pale	M	75-79	390,,
2022	NUMBER	pale	F	75-79	244,,
2022	NUMBER	pelagicevo	_T	75-79	245,,
2022	NUMBER	pelagicevo	M	75-79	144,,
2022	NUMBER	pelagicevo	F	75-79	101,,
2022	NUMBER	petrovac	_T	75-79	37,,
2022	NUMBER	petrovac	M	75-79	20,,
2022	NUMBER	petrovac	F	75-79	17,,
2022	NUMBER	petrovo	_T	75-79	240,,
2022	NUMBER	petrovo	M	75-79	147,,
2022	NUMBER	petrovo	F	75-79	93,,
2022	NUMBER	prnjavor	_T	75-79	1430,,
2022	NUMBER	prnjavor	M	75-79	866,,
2022	NUMBER	prnjavor	F	75-79	564,,
2022	NUMBER	republika_srpska	_T	75-79	39578,,
2022	NUMBER	republika_srpska	M	75-79	23433,,
2022	NUMBER	republika_srpska	F	75-79	16145,,
2022	NUMBER	ribnik	_T	75-79	260,,
2022	NUMBER	ribnik	M	75-79	167,,
2022	NUMBER	ribnik	F	75-79	93,,
2022	NUMBER	rogatica	_T	75-79	342,,
2022	NUMBER	rogatica	M	75-79	198,,
2022	NUMBER	rogatica	F	75-79	144,,
2022	NUMBER	rudo	_T	75-79	381,,
2022	NUMBER	rudo	M	75-79	211,,
2022	NUMBER	rudo	F	75-79	170,,
2022	NUMBER	samac	_T	75-79	695,,
2022	NUMBER	samac	M	75-79	392,,
2022	NUMBER	samac	F	75-79	303,,
2022	NUMBER	sekovici	_T	75-79	213,,
2022	NUMBER	sekovici	M	75-79	123,,
2022	NUMBER	sekovici	F	75-79	90,,
2022	NUMBER	sipovo	_T	75-79	303,,
2022	NUMBER	sipovo	M	75-79	191,,
2022	NUMBER	sipovo	F	75-79	112,,
2022	NUMBER	sokolac	_T	75-79	362,,
2022	NUMBER	sokolac	M	75-79	221,,
2022	NUMBER	sokolac	F	75-79	141,,
2022	NUMBER	srbac	_T	75-79	691,,
2022	NUMBER	srbac	M	75-79	382,,
2022	NUMBER	srbac	F	75-79	309,,
2022	NUMBER	srebrenica	_T	75-79	353,,
2022	NUMBER	srebrenica	M	75-79	231,,
2022	NUMBER	srebrenica	F	75-79	122,,
2022	NUMBER	stanari	_T	75-79	374,,
2022	NUMBER	stanari	M	75-79	214,,
2022	NUMBER	stanari	F	75-79	160,,
2022	NUMBER	teslic	_T	75-79	1332,,
2022	NUMBER	teslic	M	75-79	815,,
2022	NUMBER	teslic	F	75-79	517,,
2022	NUMBER	trnovo	_T	75-79	109,,
2022	NUMBER	trnovo	M	75-79	67,,
2022	NUMBER	trnovo	F	75-79	42,,
2022	NUMBER	ugljevik	_T	75-79	458,,
2022	NUMBER	ugljevik	M	75-79	238,,
2022	NUMBER	ugljevik	F	75-79	220,,
2022	NUMBER	visegrad	_T	75-79	370,,
2022	NUMBER	visegrad	M	75-79	228,,
2022	NUMBER	visegrad	F	75-79	142,,
2022	NUMBER	vlasenica	_T	75-79	228,,
2022	NUMBER	vlasenica	M	75-79	131,,
2022	NUMBER	vlasenica	F	75-79	97,,
2022	NUMBER	vukosavlje	_T	75-79	151,,
2022	NUMBER	vukosavlje	M	75-79	99,,
2022	NUMBER	vukosavlje	F	75-79	52,,
2022	NUMBER	berkovici	_T	80-84	100,,
2022	NUMBER	berkovici	M	80-84	63,,
2022	NUMBER	berkovici	F	80-84	37,,
2022	NUMBER	bileca	_T	80-84	333,,
2022	NUMBER	bileca	M	80-84	205,,
2022	NUMBER	bileca	F	80-84	128,,
2022	NUMBER	bratunac	_T	80-84	325,,
2022	NUMBER	bratunac	M	80-84	216,,
2022	NUMBER	bratunac	F	80-84	109,,
2022	NUMBER	brod	_T	80-84	447,,
2022	NUMBER	brod	M	80-84	275,,
2022	NUMBER	brod	F	80-84	172,,
2022	NUMBER	cajnice	_T	80-84	152,,
2022	NUMBER	cajnice	M	80-84	103,,
2022	NUMBER	cajnice	F	80-84	49,,
2022	NUMBER	celinac	_T	80-84	359,,
2022	NUMBER	celinac	M	80-84	210,,
2022	NUMBER	celinac	F	80-84	149,,
2022	NUMBER	donji_zabar	_T	80-84	146,,
2022	NUMBER	donji_zabar	M	80-84	84,,
2022	NUMBER	donji_zabar	F	80-84	62,,
2022	NUMBER	foca	_T	80-84	664,,
2022	NUMBER	foca	M	80-84	418,,
2022	NUMBER	foca	F	80-84	246,,
2022	NUMBER	gacko	_T	80-84	258,,
2022	NUMBER	gacko	M	80-84	157,,
2022	NUMBER	gacko	F	80-84	101,,
2022	NUMBER	grad_banja_luka	_T	80-84	4277,,
2022	NUMBER	grad_banja_luka	M	80-84	2620,,
2022	NUMBER	grad_banja_luka	F	80-84	1657,,
2022	NUMBER	grad_bijeljina	_T	80-84	2630,,
2022	NUMBER	grad_bijeljina	M	80-84	1618,,
2022	NUMBER	grad_bijeljina	F	80-84	1012,,
2022	NUMBER	grad_derventa	_T	80-84	796,,
2022	NUMBER	grad_derventa	M	80-84	490,,
2022	NUMBER	grad_derventa	F	80-84	306,,
2022	NUMBER	grad_doboj	_T	80-84	1585,,
2022	NUMBER	grad_doboj	M	80-84	1005,,
2022	NUMBER	grad_doboj	F	80-84	580,,
2022	NUMBER	grad_gradiska	_T	80-84	1270,,
2022	NUMBER	grad_gradiska	M	80-84	739,,
2022	NUMBER	grad_gradiska	F	80-84	531,,
2022	NUMBER	grad_prijedor	_T	80-84	2286,,
2022	NUMBER	grad_prijedor	M	80-84	1439,,
2022	NUMBER	grad_prijedor	F	80-84	847,,
2022	NUMBER	grad_trebinje	_T	80-84	910,,
2022	NUMBER	grad_trebinje	M	80-84	588,,
2022	NUMBER	grad_trebinje	F	80-84	322,,
2022	NUMBER	grad_zvornik	_T	80-84	1135,,
2022	NUMBER	grad_zvornik	M	80-84	719,,
2022	NUMBER	grad_zvornik	F	80-84	416,,
2022	NUMBER	han_pijesak	_T	80-84	133,,
2022	NUMBER	han_pijesak	M	80-84	81,,
2022	NUMBER	han_pijesak	F	80-84	52,,
2022	NUMBER	istocna_ilidza	_T	80-84	379,,
2022	NUMBER	istocna_ilidza	M	80-84	246,,
2022	NUMBER	istocna_ilidza	F	80-84	133,,
2022	NUMBER	istocni_drvar	_T	80-84	3,,
2022	NUMBER	istocni_drvar	M	80-84	2,,
2022	NUMBER	istocni_drvar	F	80-84	1,,
2022	NUMBER	istocni_mostar	_T	80-84	23,,
2022	NUMBER	istocni_mostar	M	80-84	12,,
2022	NUMBER	istocni_mostar	F	80-84	11,,
2022	NUMBER	istocni_stari_grad	_T	80-84	46,,
2022	NUMBER	istocni_stari_grad	M	80-84	29,,
2022	NUMBER	istocni_stari_grad	F	80-84	17,,
2022	NUMBER	istocno_novo_sarajevo	_T	80-84	323,,
2022	NUMBER	istocno_novo_sarajevo	M	80-84	211,,
2022	NUMBER	istocno_novo_sarajevo	F	80-84	112,,
2022	NUMBER	jezero	_T	80-84	27,,
2022	NUMBER	jezero	M	80-84	19,,
2022	NUMBER	jezero	F	80-84	8,,
2022	NUMBER	kalinovik	_T	80-84	91,,
2022	NUMBER	kalinovik	M	80-84	61,,
2022	NUMBER	kalinovik	F	80-84	30,,
2022	NUMBER	knezevo	_T	80-84	222,,
2022	NUMBER	knezevo	M	80-84	134,,
2022	NUMBER	knezevo	F	80-84	88,,
2022	NUMBER	kostajnica	_T	80-84	160,,
2022	NUMBER	kostajnica	M	80-84	90,,
2022	NUMBER	kostajnica	F	80-84	70,,
2022	NUMBER	kotor_varos	_T	80-84	322,,
2022	NUMBER	kotor_varos	M	80-84	193,,
2022	NUMBER	kotor_varos	F	80-84	129,,
2022	NUMBER	kozarska_dubica	_T	80-84	650,,
2022	NUMBER	kozarska_dubica	M	80-84	431,,
2022	NUMBER	kozarska_dubica	F	80-84	219,,
2022	NUMBER	krupa_na_uni	_T	80-84	56,,
2022	NUMBER	krupa_na_uni	M	80-84	39,,
2022	NUMBER	krupa_na_uni	F	80-84	17,,
2022	NUMBER	kupres	_T	80-84	29,,
2022	NUMBER	kupres	M	80-84	18,,
2022	NUMBER	kupres	F	80-84	11,,
2022	NUMBER	laktasi	_T	80-84	836,,
2022	NUMBER	laktasi	M	80-84	508,,
2022	NUMBER	laktasi	F	80-84	328,,
2022	NUMBER	ljubinje	_T	80-84	112,,
2022	NUMBER	ljubinje	M	80-84	69,,
2022	NUMBER	ljubinje	F	80-84	43,,
2022	NUMBER	lopare	_T	80-84	422,,
2022	NUMBER	lopare	M	80-84	256,,
2022	NUMBER	lopare	F	80-84	166,,
2022	NUMBER	milici	_T	80-84	147,,
2022	NUMBER	milici	M	80-84	93,,
2022	NUMBER	milici	F	80-84	54,,
2022	NUMBER	modrica	_T	80-84	717,,
2022	NUMBER	modrica	M	80-84	410,,
2022	NUMBER	modrica	F	80-84	307,,
2022	NUMBER	mrkonjic_grad	_T	80-84	468,,
2022	NUMBER	mrkonjic_grad	M	80-84	286,,
2022	NUMBER	mrkonjic_grad	F	80-84	182,,
2022	NUMBER	nevesinje	_T	80-84	441,,
2022	NUMBER	nevesinje	M	80-84	286,,
2022	NUMBER	nevesinje	F	80-84	155,,
2022	NUMBER	novi_grad	_T	80-84	653,,
2022	NUMBER	novi_grad	M	80-84	416,,
2022	NUMBER	novi_grad	F	80-84	237,,
2022	NUMBER	novo_gorazde	_T	80-84	103,,
2022	NUMBER	novo_gorazde	M	80-84	64,,
2022	NUMBER	novo_gorazde	F	80-84	39,,
2022	NUMBER	osmaci	_T	80-84	138,,
2022	NUMBER	osmaci	M	80-84	78,,
2022	NUMBER	osmaci	F	80-84	60,,
2022	NUMBER	ostra_luka	_T	80-84	67,,
2022	NUMBER	ostra_luka	M	80-84	45,,
2022	NUMBER	ostra_luka	F	80-84	22,,
2022	NUMBER	pale	_T	80-84	580,,
2022	NUMBER	pale	M	80-84	362,,
2022	NUMBER	pale	F	80-84	218,,
2022	NUMBER	pelagicevo	_T	80-84	230,,
2022	NUMBER	pelagicevo	M	80-84	147,,
2022	NUMBER	pelagicevo	F	80-84	83,,
2022	NUMBER	petrovac	_T	80-84	40,,
2022	NUMBER	petrovac	M	80-84	24,,
2022	NUMBER	petrovac	F	80-84	16,,
2022	NUMBER	petrovo	_T	80-84	223,,
2022	NUMBER	petrovo	M	80-84	140,,
2022	NUMBER	petrovo	F	80-84	83,,
2022	NUMBER	prnjavor	_T	80-84	1163,,
2022	NUMBER	prnjavor	M	80-84	695,,
2022	NUMBER	prnjavor	F	80-84	468,,
2022	NUMBER	republika_srpska	_T	80-84	31802,,
2022	NUMBER	republika_srpska	M	80-84	19612,,
2022	NUMBER	republika_srpska	F	80-84	12190,,
2022	NUMBER	ribnik	_T	80-84	188,,
2022	NUMBER	ribnik	M	80-84	120,,
2022	NUMBER	ribnik	F	80-84	68,,
2022	NUMBER	rogatica	_T	80-84	376,,
2022	NUMBER	rogatica	M	80-84	228,,
2022	NUMBER	rogatica	F	80-84	148,,
2022	NUMBER	rudo	_T	80-84	280,,
2022	NUMBER	rudo	M	80-84	165,,
2022	NUMBER	rudo	F	80-84	115,,
2022	NUMBER	samac	_T	80-84	580,,
2022	NUMBER	samac	M	80-84	353,,
2022	NUMBER	samac	F	80-84	227,,
2022	NUMBER	sekovici	_T	80-84	148,,
2022	NUMBER	sekovici	M	80-84	91,,
2022	NUMBER	sekovici	F	80-84	57,,
2022	NUMBER	sipovo	_T	80-84	238,,
2022	NUMBER	sipovo	M	80-84	144,,
2022	NUMBER	sipovo	F	80-84	94,,
2022	NUMBER	sokolac	_T	80-84	337,,
2022	NUMBER	sokolac	M	80-84	192,,
2022	NUMBER	sokolac	F	80-84	145,,
2022	NUMBER	srbac	_T	80-84	553,,
2022	NUMBER	srbac	M	80-84	320,,
2022	NUMBER	srbac	F	80-84	233,,
2022	NUMBER	srebrenica	_T	80-84	282,,
2022	NUMBER	srebrenica	M	80-84	186,,
2022	NUMBER	srebrenica	F	80-84	96,,
2022	NUMBER	stanari	_T	80-84	241,,
2022	NUMBER	stanari	M	80-84	143,,
2022	NUMBER	stanari	F	80-84	98,,
2022	NUMBER	teslic	_T	80-84	929,,
2022	NUMBER	teslic	M	80-84	570,,
2022	NUMBER	teslic	F	80-84	359,,
2022	NUMBER	trnovo	_T	80-84	100,,
2022	NUMBER	trnovo	M	80-84	59,,
2022	NUMBER	trnovo	F	80-84	41,,
2022	NUMBER	ugljevik	_T	80-84	397,,
2022	NUMBER	ugljevik	M	80-84	230,,
2022	NUMBER	ugljevik	F	80-84	167,,
2022	NUMBER	visegrad	_T	80-84	353,,
2022	NUMBER	visegrad	M	80-84	221,,
2022	NUMBER	visegrad	F	80-84	132,,
2022	NUMBER	vlasenica	_T	80-84	184,,
2022	NUMBER	vlasenica	M	80-84	124,,
2022	NUMBER	vlasenica	F	80-84	60,,
2022	NUMBER	vukosavlje	_T	80-84	139,,
2022	NUMBER	vukosavlje	M	80-84	72,,
2022	NUMBER	vukosavlje	F	80-84	67,,
2022	NUMBER	berkovici	_T	85-89	57,,
2022	NUMBER	berkovici	M	85-89	39,,
2022	NUMBER	berkovici	F	85-89	18,,
2022	NUMBER	bileca	_T	85-89	147,,
2022	NUMBER	bileca	M	85-89	89,,
2022	NUMBER	bileca	F	85-89	58,,
2022	NUMBER	bratunac	_T	85-89	189,,
2022	NUMBER	bratunac	M	85-89	129,,
2022	NUMBER	bratunac	F	85-89	60,,
2022	NUMBER	brod	_T	85-89	226,,
2022	NUMBER	brod	M	85-89	155,,
2022	NUMBER	brod	F	85-89	71,,
2022	NUMBER	cajnice	_T	85-89	89,,
2022	NUMBER	cajnice	M	85-89	56,,
2022	NUMBER	cajnice	F	85-89	33,,
2022	NUMBER	celinac	_T	85-89	160,,
2022	NUMBER	celinac	M	85-89	99,,
2022	NUMBER	celinac	F	85-89	61,,
